id,Make,Model,Year,Kilometers,Trim,Regional Specs,Price,Source,permalink,Age,Age_Kilometers,Kilometers_per_Year,Predicted_Price,price/expected_price
15978699,Mercedes-Benz,E-Class Coupe,2019.0,32000.0,E 53 Coupe AMG,Japanese Specs,245000.0,Dubizzle,https://dubizzle.com/s/DOBFCmx,5.0,160000.0,6400.0,192513,1.272641328118101
15978765,Mercedes-Benz,S-Class,2015.0,77000.0,S 550,Japanese Specs,125000.0,Dubizzle,https://dubizzle.com/s/DOBFCoB,9.0,693000.0,8555.555555555555,153713,0.8132038279130588
15978777,BMW,7-Series,2016.0,56000.0,750i,Japanese Specs,125000.0,Dubizzle,https://dubizzle.com/s/DOBFCoN,8.0,448000.0,7000.0,128993,0.9690448318901026
15966096,Mercedes-AMG,GT S,2016.0,8000.0,Other,Japanese Specs,325000.0,Dubizzle,https://dubizzle.com/s/DOBEz5g,8.0,64000.0,1000.0,77379,4.200105971904522
15851033,Mazda,CX-3,2020.0,44649.0,Standard,GCC Specs,59900.0,Dubizzle,https://dubizzle.com/s/DOBE59p,4.0,178596.0,11162.25,60354,0.9924777148159194
15906992,Mercedes-Benz,S-Class,2023.0,5214.0,S 580,GCC Specs,570000.0,Dubizzle,https://dubizzle.com/s/DOBEkIY,1.0,5214.0,5214.0,216393,2.634096297015153
15977321,Audi,A8,2019.0,91000.0,Luxury,GCC Specs,199000.0,Dubizzle,https://dubizzle.com/s/DOBFC0j,5.0,455000.0,18200.0,178760,1.1132244349966436
15959529,Mercedes-Benz,C-Class,2019.0,71800.0,C63 AMG,GCC Specs,239000.0,Dubizzle,https://dubizzle.com/s/DOBExnl,5.0,359000.0,14360.0,183724,1.3008643399882431
15934525,BMW,5-Series,2018.0,103000.0,530i M-Kit,GCC Specs,119000.0,Dubizzle,https://dubizzle.com/s/DOBErS3,6.0,618000.0,17166.666666666668,122435,0.9719442969739045
15867823,Mercedes-Benz,S-Class,2016.0,102000.0,S 400,GCC Specs,139000.0,Dubizzle,https://dubizzle.com/s/DOBE9wd,8.0,816000.0,12750.0,135916,1.022690485299744
15959565,Peugeot,5008 GT LINE,2021.0,83457.0,Other,GCC Specs,95900.0,Dubizzle,https://dubizzle.com/s/DOBExoV,3.0,250371.0,27819.0,89059,1.0768142467353103
15785370,Mercedes-Benz,GLS-Class,2018.0,33000.0,GLS 63 AMG,Japanese Specs,225000.0,Dubizzle,https://dubizzle.com/s/DOBEO4k,6.0,198000.0,5500.0,186368,1.207288804945055
15917894,Mercedes-Benz,SL-Class,2023.0,500.0,SL 43 AMG,Japanese Specs,385000.0,Dubizzle,https://dubizzle.com/s/DOBEmyO,1.0,500.0,500.0,220946,1.7425072189584785
15955055,Mercedes-Benz,S-Class,2023.0,22000.0,S 580,Japanese Specs,435000.0,Dubizzle,https://dubizzle.com/s/DOBEwdb,1.0,22000.0,22000.0,202394,2.149273199798413
15845132,Mercedes-Benz,G-Class,2019.0,61162.0,G 63 AMG,GCC Specs,749000.0,Dubizzle,https://dubizzle.com/s/DOBE4Ce,5.0,305810.0,12232.4,225006,3.3288001208856652
15974867,Mercedes-Benz,G-Class,2022.0,3999.0,G 63 AMG,European Specs,5999999.0,Dubizzle,https://dubizzle.com/s/DOBFBnJ,2.0,7998.0,1999.5,222580,26.95659538143589
15797772,Mercedes-Benz,GLS-Class,2023.0,5000.0,Other,European Specs,1149000.0,Dubizzle,https://dubizzle.com/s/DOBERim,1.0,5000.0,5000.0,211432,5.434371334518899
15829872,BMW,7-Series,2014.0,102000.0,750li Luxury,GCC Specs,89000.0,Dubizzle,https://dubizzle.com/s/DOBE0E6,10.0,1020000.0,10200.0,74257,1.1985402049638418
15975047,Volkswagen,Golf R,2022.0,75000.0,R,GCC Specs,159000.0,Dubizzle,https://dubizzle.com/s/DOBFBqD,2.0,150000.0,37500.0,157541,1.0092610812423433
15975921,Bentley,Continental GT,2020.0,108000.0,Concours Series,GCC Specs,859000.0,Dubizzle,https://dubizzle.com/s/DOBFCEJ,4.0,432000.0,27000.0,147400,5.8276797829036635
15917411,BMW,X6,2023.0,8000.0,Xdrive50i,GCC Specs,359000.0,Dubizzle,https://dubizzle.com/s/DOBEmq1,1.0,8000.0,8000.0,227725,1.5764628389504884
15954883,Nissan,Maxima,2017.0,126000.0,SL,GCC Specs,53000.0,Dubizzle,https://dubizzle.com/s/DOBEwap,7.0,882000.0,18000.0,52719,1.0053301466264535
15973930,Jaguar,F-Pace,2020.0,96000.0,Other,GCC Specs,138000.0,Dubizzle,https://dubizzle.com/s/DOBFB8C,4.0,384000.0,24000.0,122955,1.1223618396974502
15973694,BMW,X5,2019.0,83000.0,Xdrive 40i,GCC Specs,188000.0,Dubizzle,https://dubizzle.com/s/DOBFB4O,5.0,415000.0,16600.0,189837,0.9903232773379268
15983173,Nissan,Patrol,2015.0,150000.0,LE Platinum,GCC Specs,105000.0,Dubizzle,https://dubizzle.com/s/DOBFDxH,9.0,1350000.0,16666.666666666668,87980,1.193453057513071
15983115,Mercedes-Benz,SL-Class,2023.0,5000.0,SL 43 AMG,European Specs,449000.0,Dubizzle,https://dubizzle.com/s/DOBFDwL,1.0,5000.0,5000.0,225965,1.9870333901267896
15983106,Maserati,Spyder,2016.0,128000.0,Gransport,GCC Specs,69000.0,Dubizzle,https://dubizzle.com/s/DOBFDwC,8.0,1024000.0,16000.0,97267,0.7093875620714116
15983080,MG,Other,2023.0,2000.0,Other,GCC Specs,180000.0,Dubizzle,https://dubizzle.com/s/DOBFDvc,1.0,2000.0,2000.0,68191,2.6396445278702467
15929010,Toyota,Supra,2022.0,49000.0,Other,GCC Specs,229990.0,Dubizzle,https://dubizzle.com/s/DOBEpr6,2.0,98000.0,24500.0,189375,1.2144686468646864
15981998,Mercedes-Benz,AMG,2024.0,5000.0,GT 63 S 4MATIC+,European Specs,880000.0,Dubizzle,https://dubizzle.com/s/DOBFDeK,0.0,0.0,5000.0,231561,3.800294522825519
15963648,Mercedes-Benz,GLE-Class,2020.0,96000.0,GLE 450 AMG,GCC Specs,224999.0,Dubizzle,https://dubizzle.com/s/DOBEysM,4.0,384000.0,24000.0,187938,1.197198012110377
15940235,BMW,X6,2016.0,121000.0,Xdrive35i,GCC Specs,89999.0,Dubizzle,https://dubizzle.com/s/DOBEsm9,8.0,968000.0,15125.0,94998,0.9473778395334639
15954907,Land Rover,Range Rover,2016.0,103000.0,HSE,GCC Specs,141999.0,Dubizzle,https://dubizzle.com/s/DOBEwbN,8.0,824000.0,12875.0,142527,0.996295438758972
15943280,Land Rover,Range Rover Sport,2018.0,81000.0,HSE Dynamic,GCC Specs,209999.0,Dubizzle,https://dubizzle.com/s/DOBEt9g,6.0,486000.0,13500.0,189713,1.1069299415432785
15966546,Land Rover,Defender,2023.0,5000.0,Other,GCC Specs,399999.0,Dubizzle,https://dubizzle.com/s/DOBEzcw,1.0,5000.0,5000.0,168856,2.3688764390960344
15954781,Jeep,Wrangler,2024.0,0.0,Unlimited,GCC Specs,194999.0,Dubizzle,https://dubizzle.com/s/DOBEw9L,0.0,0.0,0.0,185197,1.052927423230398
15971714,Mercedes-Benz,A-Class,2022.0,35000.0,Other,Other,125999.0,Dubizzle,https://dubizzle.com/s/DOBFAyS,2.0,70000.0,17500.0,144570,0.8715431970671647
15873155,BMW,4-Series,2023.0,40000.0,430i,GCC Specs,214999.0,Dubizzle,https://dubizzle.com/s/DOBEbUd,1.0,40000.0,40000.0,182942,1.175230400892086
15936671,GAC,GS8,2024.0,0.0,Other,GCC Specs,138999.0,Dubizzle,https://dubizzle.com/s/DOBErrF,0.0,0.0,0.0,150429,0.9240173104919929
15967714,Alfa Romeo,Giulia,2022.0,19000.0,Other,GCC Specs,179999.0,Dubizzle,https://dubizzle.com/s/DOBEzvm,2.0,38000.0,9500.0,178396,1.0089856274804367
15950931,Alfa Romeo,Stelvio,2020.0,21000.0,Other,GCC Specs,157999.0,Dubizzle,https://dubizzle.com/s/DOBEv9F,4.0,84000.0,5250.0,148535,1.0637156225805366
15895064,Mercedes-Benz,CLA,2024.0,0.0,AMG CLA 35,GCC Specs,264999.0,Dubizzle,https://dubizzle.com/s/DOBEhCA,0.0,0.0,0.0,210956,1.256181383795673
15972041,Audi,Q3,2024.0,0.0,Other,GCC Specs,184999.0,Dubizzle,https://dubizzle.com/s/DOBFBD9,0.0,0.0,0.0,172965,1.06957476946203
15938058,Dodge,Challenger,2023.0,0.0,Scat Pack,European Specs,264999.0,Dubizzle,https://dubizzle.com/s/DOBEsN2,1.0,0.0,0.0,155072,1.7088771667354519
15963534,Mercedes-Benz,GLE Coupe,2024.0,0.0,GLE 53 AMG,GCC Specs,499999.0,Dubizzle,https://dubizzle.com/s/DOBEyqW,0.0,0.0,0.0,226944,2.20318228285392
15943452,Land Rover,Defender,2023.0,0.0,Other,European Specs,369999.0,Dubizzle,https://dubizzle.com/s/DOBEtc2,1.0,0.0,0.0,166212,2.226066709984839
15967452,Porsche,Cayenne,2019.0,93000.0,Platinum Edition,GCC Specs,219999.0,Dubizzle,https://dubizzle.com/s/DOBEzr8,5.0,465000.0,18600.0,197283,1.115144234424659
15750524,Mercedes-Benz,A-Class,2024.0,0.0,Other,GCC Specs,194999.0,Dubizzle,https://dubizzle.com/s/DOBEF0i,0.0,0.0,0.0,180762,1.0787610227813367
15911057,Mercedes-Benz,A-Class,2020.0,98000.0,A 250,GCC Specs,119999.0,Dubizzle,https://dubizzle.com/s/DOBElLx,4.0,392000.0,24500.0,116215,1.032560340747752
15882418,Cadillac,Escalade,2019.0,108000.0,ESV Platinum,GCC Specs,175999.0,Dubizzle,https://dubizzle.com/s/DOBEdkC,5.0,540000.0,21600.0,176361,0.9979473919970968
15973621,Volkswagen,Tiguan,2020.0,56000.0,S,GCC Specs,79990.0,Dubizzle,https://dubizzle.com/s/DOBFB3D,4.0,224000.0,14000.0,88595,0.9028726226084993
15973622,Jeep,Grand Cherokee,2018.0,101000.0,Limited Plus,GCC Specs,99990.0,Dubizzle,https://dubizzle.com/s/DOBFB3E,6.0,606000.0,16833.333333333332,100988,0.9901176377391373
15975046,Nissan,Patrol,2021.0,27000.0,Safari AT,GCC Specs,159990.0,Dubizzle,https://dubizzle.com/s/DOBFBqC,3.0,81000.0,9000.0,148800,1.0752016129032258
15975028,BMW,X5,2020.0,46000.0,X5M,GCC Specs,279990.0,Dubizzle,https://dubizzle.com/s/DOBFBpk,4.0,184000.0,11500.0,193261,1.4487661763107922
15966639,Mercedes-Benz,CLS-Class,2011.0,98000.0,CLS 350,Japanese Specs,52000.0,Dubizzle,https://dubizzle.com/s/DOBEze1,13.0,1274000.0,7538.461538461538,40496,1.2840774397471355
15982922,Porsche,Cayenne,2023.0,42008.0,GTS,GCC Specs,469000.0,Dubizzle,https://dubizzle.com/s/DOBFDtE,1.0,42008.0,42008.0,223118,2.1020267302503606
15982942,DongFeng,M-Hero 917,2024.0,17.0,Other,Chinese Specs,430000.0,Dubizzle,https://dubizzle.com/s/DOBFDtY,0.0,0.0,17.0,72793,5.907161402882145
15982932,BMW,7-Series,2011.0,80000.0,750li Luxury,Japanese Specs,40000.0,Dubizzle,https://dubizzle.com/s/DOBFDtO,13.0,1040000.0,6153.846153846154,56729,0.7051067355320911
15974628,Mercedes-Benz,G-Class,2022.0,33023.0,G 63 AMG,GCC Specs,775000.0,Dubizzle,https://dubizzle.com/s/DOBFBjS,2.0,66046.0,16511.5,229644,3.3747888035393916
15949416,Mercedes-Maybach,S-Class,2024.0,0.0,S580,GCC Specs,1099000.0,Dubizzle,https://dubizzle.com/s/DOBEvKe,0.0,0.0,0.0,179137,6.134969325153374
15982856,BMW,X5,2020.0,47404.0,Xdrive50i,GCC Specs,269000.0,Dubizzle,https://dubizzle.com/s/DOBFDsA,4.0,189616.0,11851.0,201329,1.3361214728131565
15982441,BMW,X6,2023.0,34600.0,X6M Competition,GCC Specs,469000.0,Dubizzle,https://dubizzle.com/s/DOBFDlT,1.0,34600.0,34600.0,207232,2.2631639901173566
15787362,Land Rover,Discovery Sport,2018.0,85000.0,HSE,Other,75000.0,Dubizzle,https://dubizzle.com/s/DOBEPAs,6.0,510000.0,14166.666666666666,87476,0.8573780236864968
15932629,Porsche,Panamera,2023.0,500.0,Other,American Specs,370000.0,Dubizzle,https://dubizzle.com/s/DOBEqnt,1.0,500.0,500.0,182183,2.0309249490896515
15931611,Mercedes-Benz,GT,2019.0,107000.0,S,European Specs,340000.0,Dubizzle,https://dubizzle.com/s/DOBEq73,5.0,535000.0,21400.0,124793,2.7245117915267683
15923625,Toyota,Rav 4,2022.0,35000.0,XLE Hybrid,European Specs,89000.0,Dubizzle,https://dubizzle.com/s/DOBEo2f,2.0,70000.0,17500.0,111890,0.7954240772186969
15921825,Mercedes-Benz,G-Class,2023.0,60.0,G 63 AMG,European Specs,845000.0,Dubizzle,https://dubizzle.com/s/DOBEnzd,1.0,60.0,60.0,229087,3.688555003121085
15968621,Lexus,LX570,2020.0,164000.0,Other,GCC Specs,295000.0,Dubizzle,https://dubizzle.com/s/DOBFAKZ,4.0,656000.0,41000.0,218775,1.3484173237344304
15982840,Porsche,Cayenne,2005.0,108500.0,Turbo,Japanese Specs,26500.0,Dubizzle,https://dubizzle.com/s/DOBFDrk,19.0,2061500.0,5710.526315789473,31464,0.842232392575642
15980597,BMW,7-Series,2024.0,500.0,735i,GCC Specs,430000.0,Dubizzle,https://dubizzle.com/s/DOBFDR9,0.0,0.0,500.0,214380,2.0057841216531394
15982828,BMW,8-Series,2024.0,1000.0,840i,GCC Specs,299000.0,Dubizzle,https://dubizzle.com/s/DOBFDr8,0.0,0.0,1000.0,226611,1.3194416864141634
15982823,Mercedes-Benz,A-Class,2020.0,54568.0,AMG A 35,GCC Specs,165000.0,Dubizzle,https://dubizzle.com/s/DOBFDr3,4.0,218272.0,13642.0,164216,1.0047741998343644
15982818,Dodge,Charger,2008.0,85000.0,SE,Japanese Specs,21500.0,Dubizzle,https://dubizzle.com/s/DOBFDrY,16.0,1360000.0,5312.5,18404,1.1682242990654206
15982814,Land Rover,Defender,2024.0,15.0,110 HSE,Other,439000.0,Dubizzle,https://dubizzle.com/s/DOBFDrU,0.0,0.0,15.0,170836,2.569715984921211
15982764,Ford,F-Series Pickup,2017.0,128000.0,Lariat,GCC Specs,93500.0,Dubizzle,https://dubizzle.com/s/DOBFDq6,7.0,896000.0,18285.714285714286,111953,0.8351719024947969
15968934,Land Rover,Range Rover,2018.0,120000.0,HSE,GCC Specs,159000.0,Dubizzle,https://dubizzle.com/s/DOBFAP2,6.0,720000.0,20000.0,181889,0.8741595148689585
15952023,Mercedes-Benz,E-Class,2023.0,28000.0,E 300,GCC Specs,299000.0,Dubizzle,https://dubizzle.com/s/DOBEvqh,1.0,28000.0,28000.0,213112,1.4030181313112353
15387590,Mercedes-Benz,E-Class,2019.0,59000.0,E 300,American Specs,125000.0,Dubizzle,https://dubizzle.com/s/DOBC9Aw,5.0,295000.0,11800.0,114795,1.0888976000696895
15926947,BMW,X2,2022.0,18000.0,Other,American Specs,85000.0,Dubizzle,https://dubizzle.com/s/DOBEpUP,2.0,36000.0,9000.0,94350,0.9009009009009009
15982723,Ford,F-Series Pickup,2023.0,0.0,Other,GCC Specs,488999.0,Dubizzle,https://dubizzle.com/s/DOBFDpr,1.0,0.0,0.0,158127,3.09244468054159
15982721,Mercedes-Benz,G-Class,2025.0,0.0,G 63 AMG,European Specs,1299999.0,Dubizzle,https://dubizzle.com/s/DOBFDpp,-1.0,-0.0,-0.0,231224,5.6222494204753835
15982711,RAM,1500 TRX,2024.0,0.0,Other,GCC Specs,495999.0,Dubizzle,https://dubizzle.com/s/DOBFDpf,0.0,0.0,0.0,172477,2.8757399537329613
15982696,Ford,Flex,2015.0,117000.0,SE,GCC Specs,23500.0,Dubizzle,https://dubizzle.com/s/DOBFDp0,9.0,1053000.0,13000.0,27968,0.840245995423341
15982683,Nissan,X-Trail,2023.0,28361.0,S,GCC Specs,87000.0,Dubizzle,https://dubizzle.com/s/DOBFDpN,1.0,28361.0,28361.0,96232,0.9040651758250894
15815460,Infiniti,QX80,2023.0,13755.0,Luxury,GCC Specs,299000.0,Dubizzle,https://dubizzle.com/s/DOBEWUE,1.0,13755.0,13755.0,221734,1.34846257227128
15982670,Infiniti,QX60,2023.0,26724.0,Other,GCC Specs,229000.0,Dubizzle,https://dubizzle.com/s/DOBFDpA,1.0,26724.0,26724.0,177499,1.2901481135104986
15923422,Infiniti,QX55,2022.0,31662.0,Essential,GCC Specs,145000.0,Dubizzle,https://dubizzle.com/s/DOBEoZY,2.0,63324.0,15831.0,165436,0.8764718682753452
15978793,Nissan,Patrol,2023.0,43263.0,LE Platinum City,GCC Specs,285000.0,Dubizzle,https://dubizzle.com/s/DOBFCo3,1.0,43263.0,43263.0,193138,1.4756288249852436
15949758,Nissan,Patrol,2024.0,50.0,Nismo,GCC Specs,349000.0,Dubizzle,https://dubizzle.com/s/DOBEvQK,0.0,0.0,50.0,194408,1.795193613431546
15982648,Nissan,Pathfinder,2024.0,50.0,SV,GCC Specs,169000.0,Dubizzle,https://dubizzle.com/s/DOBFDoe,0.0,0.0,50.0,181903,0.9290665904355618
15947986,Nissan,Pathfinder,2023.0,50.0,S,GCC Specs,149000.0,Dubizzle,https://dubizzle.com/s/DOBEuna,1.0,50.0,50.0,147724,1.008637729820476
15927180,Nissan,Maxima,2023.0,50.0,SR,GCC Specs,145000.0,Dubizzle,https://dubizzle.com/s/DOBEpYA,1.0,50.0,50.0,135310,1.0716133323479418
15914980,Nissan,Altima,2023.0,50.0,S,GCC Specs,92000.0,Dubizzle,https://dubizzle.com/s/DOBEmNO,1.0,50.0,50.0,98281,0.9360914113613008
15917844,Ferrari,488,2019.0,4500.0,Other,GCC Specs,1690000.0,Dubizzle,https://dubizzle.com/s/DOBEmx0,5.0,22500.0,900.0,96540,17.505697120364616
15715847,Chevrolet,Impala,2019.0,60000.0,LT,GCC Specs,54000.0,Dubizzle,https://dubizzle.com/s/DOBDwZZ,5.0,300000.0,12000.0,58535,0.9225249850516785
15939887,Audi,A6,2016.0,140000.0,S-line,GCC Specs,65000.0,Dubizzle,https://dubizzle.com/s/DOBEsgx,8.0,1120000.0,17500.0,51046,1.2733612819809583
15785995,Cadillac,Other,1994.0,20000.0,Other,GCC Specs,99000.0,Dubizzle,https://dubizzle.com/s/DOBEOep,30.0,600000.0,666.6666666666666,43247,2.2891761278238953
15895671,Ford,Ecosport,2018.0,70000.0,Titanium,GCC Specs,34500.0,Dubizzle,https://dubizzle.com/s/DOBEhLn,6.0,420000.0,11666.666666666666,42243,0.816703359136425
15769507,Audi,A8,2013.0,135000.0,L Special Edition,GCC Specs,59500.0,Dubizzle,https://dubizzle.com/s/DOBEKWt,11.0,1485000.0,12272.727272727272,47414,1.2549036149660437
15812494,Rolls-Royce,Cullinan,2023.0,6146.0,Black Badge,GCC Specs,2150000.0,Dubizzle,https://dubizzle.com/s/DOBEV8O,1.0,6146.0,6146.0,118148,18.19751498121001
15831965,Lamborghini,Aventador,2013.0,11377.0,LP 700-4 Roadster,GCC Specs,1099000.0,Dubizzle,https://dubizzle.com/s/DOBE0cR,11.0,125147.0,1034.2727272727273,52974,20.74602635255031
15982667,Land Rover,Range Rover Sport,2022.0,33000.0,SVR,Canadian Specs,325000.0,Dubizzle,https://dubizzle.com/s/DOBFDox,2.0,66000.0,16500.0,220181,1.4760583338253528
15977802,Land Rover,Range Rover,2023.0,0.0,Autobiography,European Specs,774999.0,Dubizzle,https://dubizzle.com/s/DOBFC84,1.0,0.0,0.0,188279,4.116226451170869
15381299,Nissan,Sentra,2020.0,89000.0,SL,GCC Specs,34500.0,Dubizzle,https://dubizzle.com/s/DOBC7X3,4.0,356000.0,22250.0,40101,0.8603276726266178
